xSteel Tliquidus H T Herr OX_LIQUID_m OX_LIQUID_xU OX_LIQUID_xZR OX_LIQUID_xFE OX_LIQUID_xUO2 OX_LIQUID_xZRO2 OX_LIQUID_xFEO OX_LIQUID_xFE2O3 MET_LIQUID_m MET_LIQUID_xU MET_LIQUID_xZR MET_LIQUID_xFE MET_LIQUID_xUO2 MET_LIQUID_xZRO2 MET_LIQUID_xFEO MET_LIQUID_xFE2O3 C1_FCC_m C1_FCC_xU C1_FCC_xZR C1_FCC_xFE C1_FCC_xUO2 C1_FCC_xZRO2 C1_FCC_xFEO C1_FCC_xFE2O3
0.000000E+00 0.273359E+04 0.141044E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.500000E-01 0.268628E+04 0.150638E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.500000E-01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.100000E+00 0.264326E+04 0.160232E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.100000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.150000E+00 0.260399E+04 0.169825E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.150000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.200000E+00 0.256799E+04 0.179419E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.200000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.250000E+00 0.253487E+04 0.189012E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.250000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.300000E+00 0.250430E+04 0.198606E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.300000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.350000E+00 0.247599E+04 0.208200E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.350000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.400000E+00 0.244971E+04 0.217793E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.400000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
0.450000E+00 0.242523E+04 0.227387E+07 0.290000E+04 0.0  0.100000E+01 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.450000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.000000E+00 0.0  0.0  0.0  0.0  0.0  0.0  0.0 
