xSteel Tliquidus H T Herr OX_LIQUID_m OX_LIQUID_xU OX_LIQUID_xZR OX_LIQUID_xFE OX_LIQUID_xUO2 OX_LIQUID_xZRO2 OX_LIQUID_xFEO OX_LIQUID_xFE2O3 MET_LIQUID_m MET_LIQUID_xU MET_LIQUID_xZR MET_LIQUID_xFE MET_LIQUID_xUO2 MET_LIQUID_xZRO2 MET_LIQUID_xFEO MET_LIQUID_xFE2O3 C1_FCC_m C1_FCC_xU C1_FCC_xZR C1_FCC_xFE C1_FCC_xUO2 C1_FCC_xZRO2 C1_FCC_xFEO C1_FCC_xFE2O3
0.000000E+00 2.647230E+03 -2.516423E+06 2.900000E+03 0.000000E+00 1.000000E+00 1.554782E-01 8.619945E-02 4.279106E-12 5.851698E-01 1.731525E-01 5.200696E-13 7.431112E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.000000E-02 2.776490E+03 -2.406700E+06 2.792429E+03 1.620228E-02 1.050000E+00 1.685132E-01 7.449698E-02 4.735306E-02 5.341267E-01 1.751732E-01 3.358287E-04 1.029122E-06 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-01 2.809498E+03 -2.296976E+06 2.800629E+03 -2.277185E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.754384E-01 1.922598E-01 7.124971E-02 1.021442E-01 4.598261E-01 1.740515E-01 4.672630E-04 1.372896E-06 1.245616E-01 3.933018E-02 2.285610E-02 0.000000E+00 7.604435E-01 1.773602E-01 9.950353E-06 0.000000E+00
1.500000E-01 2.824087E+03 -2.187253E+06 2.812464E+03 1.221801E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.621320E-01 2.077122E-01 6.604592E-02 1.554386E-01 4.009983E-01 1.692255E-01 5.776968E-04 1.732422E-06 1.878680E-01 3.176744E-02 1.990114E-02 0.000000E+00 7.572692E-01 1.910462E-01 1.604234E-05 0.000000E+00
2.000000E-01 2.831807E+03 -2.077529E+06 2.819634E+03 2.226615E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.811404E-01 2.151455E-01 6.038381E-02 2.032894E-01 3.568934E-01 1.635985E-01 6.871017E-04 2.137940E-06 2.188596E-01 2.669952E-02 1.761306E-02 0.000000E+00 7.553174E-01 2.003478E-01 2.219129E-05 0.000000E+00
2.500000E-01 2.836309E+03 -1.967805E+06 2.824237E+03 -1.389904E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.013996E+00 2.177475E-01 5.510823E-02 2.459078E-01 3.225355E-01 1.579049E-01 7.934584E-04 2.563580E-06 2.360044E-01 2.307484E-02 1.583459E-02 0.000000E+00 7.536416E-01 2.074207E-01 2.814343E-05 0.000000E+00
3.000000E-01 2.839109E+03 -1.858082E+06 2.827345E+03 -2.822205E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.053721E+00 2.175003E-01 5.039766E-02 2.839820E-01 2.948424E-01 1.523802E-01 8.944253E-04 2.990605E-06 2.462787E-01 2.035199E-02 1.442119E-02 0.000000E+00 7.520213E-01 2.131716E-01 3.381899E-05 0.000000E+00
3.500000E-01 2.840932E+03 -1.748358E+06 2.829540E+03 -3.158772E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.097237E+00 2.155509E-01 4.624565E-02 3.181835E-01 2.719173E-01 1.471101E-01 9.890267E-04 3.408499E-06 2.527628E-01 1.822856E-02 1.327039E-02 0.000000E+00 7.504316E-01 2.180302E-01 3.920894E-05 0.000000E+00
4.000000E-01 2.842166E+03 -1.638635E+06 2.831153E+03 -3.191665E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.143025E+00 2.125712E-01 4.259626E-02 3.490786E-01 2.525507E-01 1.421223E-01 1.077181E-03 3.812062E-06 2.569753E-01 1.652347E-02 1.231254E-02 0.000000E+00 7.488909E-01 2.222287E-01 4.433049E-05 0.000000E+00
4.500000E-01 2.843028E+03 -1.528911E+06 2.832382E+03 1.133051E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.190263E+00 2.089693E-01 3.938488E-02 3.771322E-01 2.359314E-01 1.374187E-01 1.159232E-03 4.199116E-06 2.597374E-01 1.512201E-02 1.150015E-02 0.000000E+00 7.474193E-01 2.259092E-01 4.920850E-05 0.000000E+00
5.000000E-01 2.843647E+03 -1.419188E+06 2.833348E+03 -4.341156E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.238466E+00 2.050035E-01 3.655106E-02 4.027289E-01 2.214873E-01 1.329890E-01 1.235672E-03 4.569042E-06 2.615342E-01 1.394811E-02 1.080018E-02 0.000000E+00 7.460296E-01 2.291681E-01 5.386816E-05 0.000000E+00
5.500000E-01 2.844103E+03 -1.309464E+06 2.834130E+03 -1.038593E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.287347E+00 2.008389E-01 3.404116E-02 4.261820E-01 2.088068E-01 1.288191E-01 1.307055E-03 4.922215E-06 2.626526E-01 1.294936E-02 1.018902E-02 0.000000E+00 7.447290E-01 2.320742E-01 5.833254E-05 0.000000E+00
6.000000E-01 2.844448E+03 -1.199741E+06 2.834778E+03 3.464421E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.336715E+00 1.965862E-01 3.180947E-02 4.477555E-01 1.975775E-01 1.248921E-01 1.373893E-03 5.259339E-06 2.632846E-01 1.208846E-02 9.649459E-03 0.000000E+00 7.435188E-01 2.346806E-01 6.262180E-05 0.000000E+00
6.500000E-01 2.844713E+03 -1.090017E+06 2.835327E+03 7.018489E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.386443E+00 1.923193E-01 2.981714E-02 4.676701E-01 1.875598E-01 1.211914E-01 1.436654E-03 5.581332E-06 2.635570E-01 1.133810E-02 9.168614E-03 0.000000E+00 7.423976E-01 2.370288E-01 6.675330E-05 0.000000E+00
7.000000E-01 2.844923E+03 -9.802938E+05 2.835800E+03 9.274608E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.436443E+00 1.880879E-01 2.803141E-02 4.861128E-01 1.785654E-01 1.177008E-01 1.495756E-03 5.889159E-06 2.635572E-01 1.067786E-02 8.736650E-03 0.000000E+00 7.413619E-01 2.391528E-01 7.074196E-05 0.000000E+00
7.500000E-01 2.845092E+03 -8.705703E+05 2.836215E+03 -2.280335E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.486651E+00 1.839258E-01 2.642466E-02 5.032436E-01 1.704434E-01 1.144048E-01 1.551558E-03 6.183758E-06 2.633487E-01 1.009211E-02 8.345917E-03 0.000000E+00 7.404071E-01 2.410802E-01 7.460059E-05 0.000000E+00
8.000000E-01 2.845231E+03 -7.608468E+05 2.836584E+03 -2.621055E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.537027E+00 1.798549E-01 2.497347E-02 5.191981E-01 1.630731E-01 1.112896E-01 1.604386E-03 6.466072E-06 2.629734E-01 9.568693E-03 7.990351E-03 0.000000E+00 7.395284E-01 2.428341E-01 7.834026E-05 0.000000E+00
8.500000E-01 2.845349E+03 -6.511233E+05 2.836915E+03 -7.043087E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.587533E+00 1.758898E-01 2.365812E-02 5.340954E-01 1.563537E-01 1.083417E-01 1.654510E-03 6.736914E-06 2.624670E-01 9.097986E-03 7.665091E-03 0.000000E+00 7.387206E-01 2.444342E-01 8.197052E-05 0.000000E+00
9.000000E-01 2.845449E+03 -5.413998E+05 2.837217E+03 2.577885E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.638148E+00 1.720391E-01 2.246176E-02 5.480372E-01 1.502034E-01 1.055494E-01 1.702179E-03 6.997094E-06 2.618523E-01 8.672284E-03 7.366168E-03 0.000000E+00 7.379789E-01 2.458970E-01 8.549979E-05 0.000000E+00
9.500000E-01 2.845538E+03 -4.316762E+05 2.837493E+03 -5.260068E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.688847E+00 1.683081E-01 2.137015E-02 5.611146E-01 1.445512E-01 1.029010E-01 1.747593E-03 7.247270E-06 2.611529E-01 8.285331E-03 7.090323E-03 0.000000E+00 7.372982E-01 2.472371E-01 8.893537E-05 0.000000E+00
