xSteel Tliquidus H T Herr OX_LIQUID_m OX_LIQUID_xU OX_LIQUID_xZr OX_LIQUID_xFe OX_LIQUID_xUO2 OX_LIQUID_xZrO2 OX_LIQUID_xFeO OX_LIQUID_xFe2O3 OX_LIQUID_xO MET_LIQUID_m MET_LIQUID_xU MET_LIQUID_xZr MET_LIQUID_xFe MET_LIQUID_xUO2 MET_LIQUID_xZrO2 MET_LIQUID_xFeO MET_LIQUID_xFe2O3 MET_LIQUID_xO C1_FCC_m C1_FCC_xU C1_FCC_xZr C1_FCC_xFe C1_FCC_xUO2 C1_FCC_xZrO2 C1_FCC_xFeO C1_FCC_xFe2O3 C1_FCC_xO
0.00 2647.656 -2516416 2900.000 0.000  1.0 0.155472 0.0861983 0.0 0.585176 0.173154 0.0 0.0 1.05528e-07 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0.05 2776.562 -2449930 2904.920 -0.014  0.862188 0.0957047 0.0513698 0.00107666 0.633279 0.218504 6.5381e-05 3.61123e-07 1.85197e-07 0.187812 0.564242 0.15597 0.261034 0.00914402 0.00959405 1.60816e-05 1.67698e-08 0.0 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0.10 2811.719 -2383444 2868.799 0.026  0.81715 0.0739203 0.0372444 0.000966663 0.64938 0.238378 0.000108996 7.4549e-07 1.99373e-07 0.28285 0.500163 0.134497 0.350483 0.00669478 0.0081344 2.85561e-05 3.18394e-08 0.0 0. 0. 0. 0. 0. 0. 0. 0. 0. 
0.15 2826.094 -2316957 2823.932 -0.963  0.789511 0.0613362 0.0290852 0.000854336 0.657779 0.250807 0.000137267 1.07304e-06 1.84424e-07 0.357397 0.451157 0.118765 0.417548 0.00524675 0.00724706 3.63057e-05 4.12753e-08 0.0 0.00309243 0.0321072 0.0189532 0.0 0.770662 0.178261 1.72011e-05 0.0 0.0 
0.20 2832.969 -2250471 2824.348 -0.106  0.642894 0.0542801 0.0254839 0.000873655 0.651739 0.267444 0.000177755 1.50998e-06 2.02089e-07 0.422584 0.405583 0.110576 0.471692 0.00468564 0.00741225 5.17411e-05 6.27549e-08 0.0 0.134522 0.0268407 0.0172265 0.0 0.761597 0.194313 2.25535e-05 0.0 6.38671e-08 
0.25 2836.094 -2183985 2822.817 0.116  0.502486 0.0493721 0.0229849 0.000889149 0.644645 0.281892 0.000213938 1.93417e-06 2.11756e-07 0.483229 0.368297 0.103602 0.51619 0.00426184 0.00758204 6.70167e-05 8.53706e-08 0.0 0.264284 0.0230328 0.015951 0.0 0.751527 0.209461 2.8021e-05 0.0 6.39443e-08 
0.30 2839.219 -2117498 2820.640 -0.095  0.365974 0.0457871 0.0211486 0.000902837 0.63728 0.294632 0.000246407 2.34254e-06 2.17256e-07 0.541339 0.337321 0.0975622 0.553358 0.00393076 0.00774593 8.17767e-05 1.08411e-07 0.0 0.392687 0.0201798 0.0149762 0.0 0.74115 0.223661 3.31485e-05 0.0 6.28747e-08 
0.35 2842.344 -2051012 2818.388 -0.330  0.232168 0.0430658 0.0197374 0.000915413 0.630068 0.305934 0.000275853 2.73528e-06 2.20568e-07 0.597915 0.311243 0.0922666 0.584828 0.00366593 0.00790011 9.59092e-05 1.31392e-07 0.0 0.519918 0.0179801 0.0142081 0.0 0.73091 0.236864 3.79494e-05 0.0 6.12817e-08 
0.40 2842.969 -1984526 2816.309 0.683  0.100387 0.0409321 0.0186132 0.000927122 0.623226 0.315995 0.000302911 3.11531e-06 2.22703e-07 0.653504 0.28903 0.0875782 0.611789 0.00345019 0.00804335 0.000109407 1.54157e-07 0.0 0.646109 0.0162427 0.0135863 0.0 0.721068 0.24906 4.24526e-05 0.0 5.96057e-08 
0.45 2843.594 -1918039 2806.001 -0.247  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.708402 0.270731 0.0829122 0.635105 0.00318559 0.0079498 0.000115967 1.65087e-07 0.0 0.741598 0.0146324 0.0127569 0.0 0.713881 0.258684 4.5641e-05 0.0 5.59886e-08 
0.50 2844.219 -1851553 2768.824 -0.076  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.762531 0.257091 0.0773257 0.655598 0.00271116 0.00717205 0.00010179 1.39184e-07 0.0 0.737469 0.0126574 0.0110922 0.0 0.713925 0.262281 4.49366e-05 0.0 4.66607e-08 
0.55 2844.844 -1785067 2733.987 -0.389  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.815979 0.244679 0.0724645 0.673937 0.00232675 0.00650312 8.90465e-05 1.16929e-07 0.0 0.734021 0.0109999 0.00968428 0.0 0.713872 0.2654 4.38975e-05 0.0 3.9025e-08 
0.60 2844.219 -1718580 2701.353 -0.966  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.868863 0.233318 0.0681987 0.690469 0.00201236 0.00592414 7.78117e-05 9.8178e-08 0.0 0.731137 0.00960247 0.00848894 0.0 0.713767 0.268099 4.26381e-05 0.0 3.2769e-08 
0.65 2844.844 -1652094 2670.775 -0.001  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.92128 0.22287 0.0644273 0.705462 0.00175304 0.00542015 6.8026e-05 8.25254e-08 0.0 0.72872 0.00841922 0.00747058 0.0 0.713642 0.270427 4.12395e-05 0.0 2.76484e-08 
0.70 2845.469 -1585608 2643.912 -0.008  0. 0. 0. 0. 0. 0. 0. 0. 0. 0.973284 0.213184 0.0610598 0.719144 0.00154753 0.00500398 6.03289e-05 7.06684e-08 0.0 0.726716 0.00744059 0.00662951 0.0 0.71352 0.27237 3.99982e-05 0.0 2.37558e-08 
0.75 2844.844 -1519122 2615.985 0.003  0. 0. 0. 0. 0. 0. 0. 0. 0. 1.02497 0.204235 0.0580808 0.73167 0.00135996 0.00460158 5.25584e-05 5.9172e-08 0.0 0.725035 0.00656305 0.00586622 0.0 0.713457 0.274075 3.83581e-05 0.0 2.01282e-08 
0.80 2845.469 -1452635 2589.691 -0.010  0. 0. 0. 0. 0. 0. 0. 0. 0. 1.07637 0.195931 0.0553936 0.743181 0.00120223 0.00424618 4.59047e-05 4.9718e-08 0.0 0.723626 0.00581201 0.0052092 0.0 0.713403 0.275539 3.67288e-05 0.0 1.71433e-08 
0.85 2846.094 -1386149 2564.925 -0.091  0. 0. 0. 0. 0. 0. 0. 0. 0. 1.12756 0.188208 0.052957 0.753794 0.00106887 0.00393126 4.02148e-05 4.19503e-08 0.0 0.722445 0.00516713 0.00464219 0.0 0.713362 0.276794 3.51375e-05 0.0 1.34449e-08 
0.90 2845.469 -1319663 2541.585 -0.051  0. 0. 0. 0. 0. 0. 0. 0. 0. 1.17854 0.18101 0.0507374 0.76361 0.000955471 0.00365129 3.53483e-05 3.55403e-08 0.0 0.721455 0.00461157 0.00415151 0.0 0.713337 0.277866 3.36012e-05 0.0 1.05297e-08 
