xSteel Tliquidus H T Herr OX_LIQUID_m OX_LIQUID_xU OX_LIQUID_xZR OX_LIQUID_xFE OX_LIQUID_xUO2 OX_LIQUID_xZRO2 OX_LIQUID_xFEO OX_LIQUID_xFE2O3 MET_LIQUID_m MET_LIQUID_xU MET_LIQUID_xZR MET_LIQUID_xFE MET_LIQUID_xUO2 MET_LIQUID_xZRO2 MET_LIQUID_xFEO MET_LIQUID_xFE2O3 C1_FCC_m C1_FCC_xU C1_FCC_xZR C1_FCC_xFE C1_FCC_xUO2 C1_FCC_xZRO2 C1_FCC_xFEO C1_FCC_xFE2O3
0.000000E+00 2.647230E+03 -2.516423E+06 2.900000E+03 0.000000E+00 1.000000E+00 1.554782E-01 8.619945E-02 4.279106E-12 5.851698E-01 1.731525E-01 5.200696E-13 7.431112E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.000000E-02 2.776490E+03 -2.406700E+06 2.899932E+03 -2.725710E-02 1.000000E+00 1.554795E-01 8.619896E-02 2.943761E-12 5.851684E-01 1.731531E-01 4.086261E-13 4.954075E-13 5.000000E-02 1.777900E-10 7.977196E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553311E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-01 2.809498E+03 -2.296976E+06 2.899927E+03 3.826319E-03 1.000000E+00 1.554796E-01 8.619893E-02 2.943771E-12 5.851683E-01 1.731532E-01 4.086261E-13 4.954075E-13 1.000000E-01 1.777897E-10 7.977183E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553307E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.500000E-01 2.824087E+03 -2.187253E+06 2.899922E+03 3.684247E-04 1.000000E+00 1.554796E-01 8.619889E-02 2.943780E-12 5.851682E-01 1.731532E-01 4.086261E-13 4.954075E-13 1.500000E-01 1.777895E-10 7.977171E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553304E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.000000E-01 2.831807E+03 -2.077529E+06 2.899918E+03 1.409270E-02 1.000000E+00 1.554797E-01 8.619886E-02 2.943788E-12 5.851681E-01 1.731533E-01 4.086261E-13 4.954075E-13 2.000000E-01 1.777893E-10 7.977161E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553301E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.500000E-01 2.836309E+03 -1.967805E+06 2.899914E+03 2.403112E-02 1.000000E+00 1.554798E-01 8.619884E-02 2.943794E-12 5.851680E-01 1.731533E-01 4.086261E-13 4.954075E-13 2.500000E-01 1.777891E-10 7.977151E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553299E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.000000E-01 2.839109E+03 -1.858082E+06 2.899911E+03 1.322956E-02 1.000000E+00 1.554798E-01 8.619881E-02 4.279344E-12 5.851679E-01 1.731533E-01 5.200696E-13 7.431112E-13 3.000000E-01 1.777890E-10 7.977143E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553297E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.500000E-01 2.840932E+03 -1.748358E+06 2.899908E+03 -1.393345E-02 1.000000E+00 1.554799E-01 8.619879E-02 2.943806E-12 5.851679E-01 1.731533E-01 4.086261E-13 4.954075E-13 3.500000E-01 1.777888E-10 7.977136E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553295E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.000000E-01 2.842166E+03 -1.638635E+06 2.899906E+03 -3.580188E-02 1.000000E+00 1.554799E-01 8.619878E-02 2.943811E-12 5.851678E-01 1.731534E-01 4.086261E-13 4.954075E-13 4.000000E-01 8.815913E-10 4.544781E-11 1.000000E+00 3.578003E-11 2.426984E-12 6.626968E-10 3.717269E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.500000E-01 2.843028E+03 -1.528911E+06 2.899903E+03 1.760194E-02 1.000000E+00 1.554800E-01 8.619876E-02 4.279365E-12 5.851678E-01 1.731534E-01 5.200696E-13 7.431112E-13 4.500000E-01 1.777886E-10 7.977124E-11 1.000000E+00 6.769194E-12 3.971429E-12 2.553291E-10 1.572691E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
